,ID,TGS 826,TGS 822,TGS 2600,TGS 2602,Temperature,Humidity,Class
1392,1393,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1393,1394,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1394,1395,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1395,1396,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1396,1397,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1397,1398,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1398,1399,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1399,1400,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1400,1401,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1401,1402,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1402,1403,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1403,1404,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1404,1405,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1405,1406,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1406,1407,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1407,1408,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1408,1409,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1409,1410,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1410,1411,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1411,1412,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1412,1413,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1413,1414,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1414,1415,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1415,1416,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1416,1417,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1417,1418,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1418,1419,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1419,1420,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1420,1421,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1421,1422,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1422,1423,0.06,0.16,0.23,0.26,38.0,42.0,Acetone 5 ppm
1423,1424,0.06,0.16,0.23,0.27,38.0,42.0,Acetone 5 ppm
1424,1425,0.06,0.15,0.23,0.26,38.0,42.0,Acetone 5 ppm
1425,1426,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1426,1427,0.06,0.15,0.23,0.26,38.0,42.0,Acetone 5 ppm
1427,1428,0.06,0.15,0.23,0.26,38.0,42.0,Acetone 5 ppm
1428,1429,0.06,0.15,0.23,0.26,38.0,42.0,Acetone 5 ppm
1429,1430,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1430,1431,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1431,1432,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1432,1433,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1433,1434,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1434,1435,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1435,1436,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1436,1437,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1437,1438,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1438,1439,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1439,1440,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1440,1441,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1441,1442,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1442,1443,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1443,1444,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1444,1445,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1445,1446,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1446,1447,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1447,1448,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1448,1449,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1449,1450,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1450,1451,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1451,1452,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1452,1453,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1453,1454,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1454,1455,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1455,1456,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1456,1457,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1457,1458,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1458,1459,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1459,1460,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1460,1461,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1461,1462,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1462,1463,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1463,1464,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1464,1465,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1465,1466,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1466,1467,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1467,1468,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1468,1469,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1469,1470,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1470,1471,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1471,1472,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1472,1473,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1473,1474,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1474,1475,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1475,1476,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1476,1477,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1477,1478,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1478,1479,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1479,1480,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1480,1481,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1481,1482,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1482,1483,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1483,1484,0.06,0.15,0.23,0.27,38.0,42.0,Acetone 5 ppm
1484,1485,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1485,1486,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1486,1487,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1487,1488,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1488,1489,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1489,1490,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1490,1491,0.06,0.16,0.23,0.27,38.0,41.0,Acetone 5 ppm
1491,1492,0.06,0.15,0.23,0.27,38.0,41.0,Acetone 5 ppm
1492,1493,0.07,0.16,0.23,0.27,38.0,41.0,Acetone 5 ppm
1493,1494,0.07,0.16,0.23,0.27,38.0,41.0,Acetone 5 ppm
1494,1495,0.07,0.19,0.23,0.27,38.0,41.0,Acetone 5 ppm
1495,1496,0.07,0.22,0.23,0.27,38.0,41.0,Acetone 5 ppm
1496,1497,0.06,0.25,0.23,0.27,38.0,41.0,Acetone 5 ppm
1497,1498,0.07,0.37,0.23,0.27,38.0,41.0,Acetone 5 ppm
1498,1499,0.07,0.51,0.23,0.27,38.0,41.0,Acetone 5 ppm
1499,1500,0.07,0.53,0.23,0.27,38.0,41.0,Acetone 5 ppm
1500,1501,0.07,0.74,0.23,0.27,38.0,41.0,Acetone 5 ppm
1501,1502,0.07,1.31,0.23,0.27,38.0,41.0,Acetone 5 ppm
1502,1503,0.07,1.73,0.23,0.27,38.0,41.0,Acetone 5 ppm
1503,1504,0.07,1.95,0.23,0.27,38.0,41.0,Acetone 5 ppm
1504,1505,0.07,2.12,0.23,0.27,38.0,41.0,Acetone 5 ppm
1505,1506,0.07,2.28,0.23,0.27,38.0,41.0,Acetone 5 ppm
1506,1507,0.07,2.29,0.23,0.27,38.0,41.0,Acetone 5 ppm
1507,1508,0.07,2.26,0.23,0.27,38.0,41.0,Acetone 5 ppm
1508,1509,0.15,2.27,0.23,0.27,38.0,41.0,Acetone 5 ppm
1509,1510,0.78,2.4,0.23,0.27,38.0,41.0,Acetone 5 ppm
1510,1511,1.89,2.57,0.23,0.27,38.0,41.0,Acetone 5 ppm
1511,1512,2.2,2.65,0.29,0.27,38.0,41.0,Acetone 5 ppm
1512,1513,2.46,2.63,0.59,0.27,38.0,41.0,Acetone 5 ppm
1513,1514,2.27,2.54,0.75,0.27,38.0,41.0,Acetone 5 ppm
1514,1515,2.4,2.4,0.9,0.27,38.0,41.0,Acetone 5 ppm
1515,1516,2.75,2.29,1.15,0.27,38.0,41.0,Acetone 5 ppm
1516,1517,2.91,2.2,1.34,0.27,38.0,41.0,Acetone 5 ppm
1517,1518,2.79,2.05,1.49,0.27,38.0,41.0,Acetone 5 ppm
1518,1519,2.74,2.03,1.6,0.27,38.0,41.0,Acetone 5 ppm
1519,1520,2.93,1.99,1.65,0.27,38.0,41.0,Acetone 5 ppm
1520,1521,3.09,1.93,1.75,0.27,38.0,41.0,Acetone 5 ppm
1521,1522,3.23,1.87,1.95,0.27,38.0,41.0,Acetone 5 ppm
1522,1523,3.26,1.84,2.06,0.27,38.0,41.0,Acetone 5 ppm
1523,1524,3.29,1.76,2.11,0.27,38.0,41.0,Acetone 5 ppm
1524,1525,3.38,1.71,2.1,0.27,38.0,41.0,Acetone 5 ppm
1525,1526,3.46,1.68,2.07,0.27,38.0,41.0,Acetone 5 ppm
1526,1527,3.55,1.7,2.0,0.27,38.0,41.0,Acetone 5 ppm
1527,1528,3.56,1.74,1.91,0.27,38.0,41.0,Acetone 5 ppm
1528,1529,3.46,1.73,1.83,0.27,38.0,41.0,Acetone 5 ppm
1529,1530,3.33,1.64,1.76,0.27,38.0,41.0,Acetone 5 ppm
1530,1531,2.93,1.52,1.69,0.27,38.0,41.0,Acetone 5 ppm
1531,1532,3.01,1.43,1.62,0.27,38.0,41.0,Acetone 5 ppm
1532,1533,3.11,1.37,1.54,0.27,38.0,41.0,Acetone 5 ppm
1533,1534,3.21,1.32,1.47,0.27,38.0,41.0,Acetone 5 ppm
1534,1535,2.98,1.34,1.39,0.27,38.0,41.0,Acetone 5 ppm
1535,1536,2.62,1.33,1.33,0.27,38.0,41.0,Acetone 5 ppm
1536,1537,2.38,1.31,1.29,0.27,38.0,41.0,Acetone 5 ppm
1537,1538,2.3,1.3,1.24,0.27,38.0,41.0,Acetone 5 ppm
1538,1539,2.39,1.31,1.2,0.27,38.0,41.0,Acetone 5 ppm
1539,1540,2.58,1.27,1.16,0.27,38.0,41.0,Acetone 5 ppm
1540,1541,2.72,1.19,1.12,0.27,38.0,41.0,Acetone 5 ppm
1541,1542,2.78,1.11,1.08,0.27,38.0,41.0,Acetone 5 ppm
1542,1543,2.73,1.09,1.05,0.27,38.0,41.0,Acetone 5 ppm
1543,1544,2.58,1.07,1.02,0.27,38.0,41.0,Acetone 5 ppm
1544,1545,2.48,1.04,0.98,0.27,38.0,41.0,Acetone 5 ppm
1545,1546,2.47,1.0,0.95,0.27,38.0,41.0,Acetone 5 ppm
1546,1547,2.53,0.98,0.91,0.27,38.0,41.0,Acetone 5 ppm
1547,1548,2.55,0.96,0.88,0.27,38.0,41.0,Acetone 5 ppm
1548,1549,2.59,0.98,0.85,0.27,38.0,41.0,Acetone 5 ppm
1549,1550,2.63,0.98,0.82,0.27,38.0,41.0,Acetone 5 ppm
1550,1551,2.65,0.94,0.79,0.27,38.0,41.0,Acetone 5 ppm
1551,1552,2.59,0.86,0.77,0.27,38.0,41.0,Acetone 5 ppm
1552,1553,2.49,0.8,0.75,0.27,38.0,41.0,Acetone 5 ppm
1553,1554,2.43,0.75,0.73,0.27,38.0,41.0,Acetone 5 ppm
1554,1555,2.26,0.71,0.71,0.27,38.0,41.0,Acetone 5 ppm
1555,1556,2.04,0.69,0.69,0.27,38.0,41.0,Acetone 5 ppm
1556,1557,1.94,0.69,0.67,0.27,38.0,41.0,Acetone 5 ppm
1557,1558,1.96,0.67,0.67,0.27,38.0,41.0,Acetone 5 ppm
1558,1559,1.86,0.65,0.66,0.27,38.0,41.0,Acetone 5 ppm
1559,1560,1.85,0.64,0.65,0.27,38.0,41.0,Acetone 5 ppm
1560,1561,1.91,0.64,0.64,0.27,38.0,41.0,Acetone 5 ppm
1561,1562,1.91,0.62,0.63,0.27,38.0,41.0,Acetone 5 ppm
1562,1563,1.93,0.6,0.62,0.27,38.0,41.0,Acetone 5 ppm
1563,1564,1.89,0.58,0.6,0.27,38.0,41.0,Acetone 5 ppm
1564,1565,1.85,0.56,0.59,0.27,38.0,41.0,Acetone 5 ppm
1565,1566,1.89,0.55,0.58,0.27,38.0,41.0,Acetone 5 ppm
1566,1567,1.9,0.53,0.57,0.27,38.0,41.0,Acetone 5 ppm
1567,1568,1.86,0.5,0.56,0.27,38.0,41.0,Acetone 5 ppm
1568,1569,2.01,0.47,0.54,0.27,38.0,41.0,Acetone 5 ppm
1569,1570,2.11,0.46,0.53,0.27,38.0,41.0,Acetone 5 ppm
1570,1571,2.09,0.46,0.52,0.27,38.0,41.0,Acetone 5 ppm
1571,1572,2.03,0.47,0.51,0.27,38.0,41.0,Acetone 5 ppm
1572,1573,2.04,0.47,0.5,0.27,38.0,41.0,Acetone 5 ppm
1573,1574,1.94,0.45,0.49,0.27,38.0,41.0,Acetone 5 ppm
1574,1575,1.74,0.43,0.48,0.27,38.0,41.0,Acetone 5 ppm
1575,1576,1.53,0.41,0.47,0.27,38.0,41.0,Acetone 5 ppm
1576,1577,1.47,0.4,0.47,0.27,38.0,41.0,Acetone 5 ppm
1577,1578,1.44,0.4,0.46,0.27,38.0,41.0,Acetone 5 ppm
1578,1579,1.53,0.4,0.45,0.27,38.0,41.0,Acetone 5 ppm
1579,1580,1.63,0.4,0.44,0.27,38.0,41.0,Acetone 5 ppm
1580,1581,1.62,0.39,0.43,0.27,38.0,41.0,Acetone 5 ppm
1581,1582,1.58,0.38,0.43,0.27,38.0,41.0,Acetone 5 ppm
1582,1583,1.55,0.37,0.42,0.27,38.0,41.0,Acetone 5 ppm
1583,1584,1.52,0.36,0.41,0.27,38.0,41.0,Acetone 5 ppm
1584,1585,1.52,0.36,0.41,0.27,38.0,41.0,Acetone 5 ppm
1585,1586,1.53,0.35,0.4,0.27,38.0,41.0,Acetone 5 ppm
1586,1587,1.52,0.34,0.39,0.27,38.0,41.0,Acetone 5 ppm
1587,1588,1.44,0.33,0.39,0.27,38.0,41.0,Acetone 5 ppm
1588,1589,1.34,0.32,0.38,0.27,38.0,41.0,Acetone 5 ppm
1589,1590,1.31,0.31,0.37,0.27,38.0,41.0,Acetone 5 ppm
1590,1591,1.27,0.31,0.36,0.27,38.0,41.0,Acetone 5 ppm
1591,1592,1.19,0.3,0.36,0.27,38.0,41.0,Acetone 5 ppm
1592,1593,1.13,0.3,0.35,0.27,38.0,41.0,Acetone 5 ppm
1593,1594,1.1,0.29,0.35,0.27,38.0,41.0,Acetone 5 ppm
1594,1595,1.14,0.29,0.34,0.27,38.0,41.0,Acetone 5 ppm
1595,1596,1.17,0.28,0.34,0.28,38.0,41.0,Acetone 5 ppm
1596,1597,1.16,0.27,0.33,0.28,38.0,41.0,Acetone 5 ppm
1597,1598,1.1,0.27,0.33,0.28,38.0,41.0,Acetone 5 ppm
1598,1599,1.05,0.26,0.32,0.28,38.0,41.0,Acetone 5 ppm
1599,1600,0.97,0.25,0.32,0.28,38.0,41.0,Acetone 5 ppm
1600,1601,0.9,0.25,0.31,0.28,38.0,41.0,Acetone 5 ppm
1601,1602,0.88,0.25,0.31,0.28,38.0,41.0,Acetone 5 ppm
1602,1603,0.95,0.24,0.3,0.28,38.0,41.0,Acetone 5 ppm
1603,1604,1.01,0.24,0.3,0.28,38.0,41.0,Acetone 5 ppm
1604,1605,0.91,0.23,0.3,0.28,38.0,41.0,Acetone 5 ppm
1605,1606,0.83,0.23,0.29,0.29,38.0,41.0,Acetone 5 ppm
1606,1607,0.79,0.23,0.29,0.69,38.0,41.0,Acetone 5 ppm
1607,1608,0.81,0.22,0.29,1.47,38.0,41.0,Acetone 5 ppm
1608,1609,0.86,0.22,0.29,2.16,38.0,41.0,Acetone 5 ppm
1609,1610,0.86,0.22,0.28,2.63,38.0,41.0,Acetone 5 ppm
1610,1611,0.79,0.22,0.28,2.88,38.0,41.0,Acetone 5 ppm
1611,1612,0.74,0.22,0.28,3.16,38.0,41.0,Acetone 5 ppm
1612,1613,0.73,0.22,0.28,3.4,38.0,41.0,Acetone 5 ppm
1613,1614,0.71,0.21,0.28,3.53,38.0,41.0,Acetone 5 ppm
1614,1615,0.67,0.21,0.27,3.63,38.0,41.0,Acetone 5 ppm
1615,1616,0.65,0.21,0.27,3.7,38.0,41.0,Acetone 5 ppm
1616,1617,0.62,0.21,0.27,3.76,38.0,41.0,Acetone 5 ppm
1617,1618,0.58,0.2,0.27,3.81,38.0,41.0,Acetone 5 ppm
1618,1619,0.56,0.2,0.27,3.87,38.0,41.0,Acetone 5 ppm
1619,1620,0.57,0.2,0.27,3.92,38.0,41.0,Acetone 5 ppm
1620,1621,0.57,0.2,0.26,3.96,38.0,41.0,Acetone 5 ppm
1621,1622,0.58,0.2,0.26,3.98,38.0,41.0,Acetone 5 ppm
1622,1623,0.62,0.2,0.26,4.0,38.0,41.0,Acetone 5 ppm
1623,1624,0.65,0.19,0.26,4.02,38.0,41.0,Acetone 5 ppm
1624,1625,0.64,0.19,0.26,4.02,38.0,41.0,Acetone 5 ppm
1625,1626,0.61,0.19,0.26,4.01,38.0,41.0,Acetone 5 ppm
1626,1627,0.56,0.19,0.26,4.01,38.0,41.0,Acetone 5 ppm
1627,1628,0.56,0.19,0.26,4.03,38.0,41.0,Acetone 5 ppm
1628,1629,0.55,0.19,0.26,4.03,38.0,41.0,Acetone 5 ppm
1629,1630,0.51,0.19,0.26,4.05,38.0,41.0,Acetone 5 ppm
1630,1631,0.46,0.18,0.26,4.06,38.0,41.0,Acetone 5 ppm
1631,1632,0.47,0.18,0.25,4.07,38.0,41.0,Acetone 5 ppm
1632,1633,0.5,0.18,0.25,4.07,38.0,41.0,Acetone 5 ppm
1633,1634,0.51,0.18,0.25,4.06,38.0,41.0,Acetone 5 ppm
1634,1635,0.48,0.18,0.25,4.04,38.0,41.0,Acetone 5 ppm
1635,1636,0.44,0.18,0.25,4.04,38.0,41.0,Acetone 5 ppm
1636,1637,0.41,0.18,0.25,4.03,38.0,41.0,Acetone 5 ppm
1637,1638,0.4,0.18,0.25,4.02,38.0,41.0,Acetone 5 ppm
1638,1639,0.4,0.18,0.25,4.02,38.0,41.0,Acetone 5 ppm
1639,1640,0.4,0.18,0.25,4.01,38.0,41.0,Acetone 5 ppm
1640,1641,0.39,0.18,0.25,4.0,38.0,41.0,Acetone 5 ppm
1641,1642,0.38,0.17,0.25,3.99,38.0,41.0,Acetone 5 ppm
1642,1643,0.37,0.17,0.25,3.99,38.0,41.0,Acetone 5 ppm
1643,1644,0.38,0.17,0.25,3.99,38.0,41.0,Acetone 5 ppm
1644,1645,0.38,0.17,0.25,3.99,38.0,41.0,Acetone 5 ppm
1645,1646,0.36,0.17,0.25,3.98,38.0,41.0,Acetone 5 ppm
1646,1647,0.33,0.17,0.25,3.98,38.0,41.0,Acetone 5 ppm
1647,1648,0.32,0.17,0.25,3.97,38.0,41.0,Acetone 5 ppm
1648,1649,0.3,0.17,0.25,3.97,38.0,41.0,Acetone 5 ppm
1649,1650,0.29,0.17,0.25,3.96,38.0,41.0,Acetone 5 ppm
1650,1651,0.29,0.17,0.25,3.95,38.0,41.0,Acetone 5 ppm
1651,1652,0.28,0.17,0.25,3.94,38.0,42.0,Acetone 5 ppm
1652,1653,0.28,0.17,0.25,3.93,38.0,42.0,Acetone 5 ppm
1653,1654,0.28,0.17,0.25,3.92,38.0,42.0,Acetone 5 ppm
1654,1655,0.28,0.17,0.25,3.91,38.0,42.0,Acetone 5 ppm
1655,1656,0.29,0.17,0.25,3.91,38.0,42.0,Acetone 5 ppm
1656,1657,0.29,0.17,0.25,3.89,38.0,42.0,Acetone 5 ppm
1657,1658,0.29,0.17,0.25,3.88,38.0,42.0,Acetone 5 ppm
1658,1659,0.28,0.17,0.25,3.86,38.0,42.0,Acetone 5 ppm
1659,1660,0.26,0.17,0.25,3.85,38.0,42.0,Acetone 5 ppm
1660,1661,0.23,0.17,0.25,3.83,38.0,42.0,Acetone 5 ppm
1661,1662,0.22,0.17,0.24,3.82,38.0,42.0,Acetone 5 ppm
1662,1663,0.22,0.16,0.24,3.8,38.0,42.0,Acetone 5 ppm
1663,1664,0.21,0.16,0.24,3.79,38.0,42.0,Acetone 5 ppm
1664,1665,0.2,0.16,0.24,3.77,38.0,42.0,Acetone 5 ppm
1665,1666,0.2,0.16,0.24,3.76,38.0,42.0,Acetone 5 ppm
1666,1667,0.21,0.16,0.24,3.75,38.0,42.0,Acetone 5 ppm
1667,1668,0.23,0.16,0.24,3.73,38.0,42.0,Acetone 5 ppm
1668,1669,0.24,0.16,0.24,3.72,38.0,42.0,Acetone 5 ppm
1669,1670,0.24,0.16,0.24,3.71,38.0,42.0,Acetone 5 ppm
1670,1671,0.25,0.16,0.24,3.7,38.0,42.0,Acetone 5 ppm
1671,1672,0.24,0.16,0.24,3.69,38.0,42.0,Acetone 5 ppm
1672,1673,0.22,0.16,0.24,3.68,38.0,42.0,Acetone 5 ppm
1673,1674,0.21,0.16,0.24,3.67,38.0,42.0,Acetone 5 ppm
1674,1675,0.2,0.16,0.24,3.65,38.0,42.0,Acetone 5 ppm
1675,1676,0.2,0.16,0.24,3.63,38.0,42.0,Acetone 5 ppm
1676,1677,0.2,0.16,0.24,3.61,38.0,42.0,Acetone 5 ppm
1677,1678,0.19,0.16,0.24,3.59,38.0,42.0,Acetone 5 ppm
1678,1679,0.17,0.16,0.24,3.57,38.0,42.0,Acetone 5 ppm
1679,1680,0.17,0.16,0.24,3.54,38.0,42.0,Acetone 5 ppm
1680,1681,0.17,0.16,0.24,3.52,38.0,42.0,Acetone 5 ppm
1681,1682,0.16,0.16,0.24,3.5,38.0,42.0,Acetone 5 ppm
1682,1683,0.16,0.16,0.24,3.49,38.0,42.0,Acetone 5 ppm
1683,1684,0.17,0.16,0.24,3.47,38.0,42.0,Acetone 5 ppm
1684,1685,0.16,0.16,0.24,3.46,38.0,42.0,Acetone 5 ppm
1685,1686,0.16,0.16,0.24,3.44,38.0,42.0,Acetone 5 ppm
1686,1687,0.17,0.16,0.24,3.42,38.0,42.0,Acetone 5 ppm
1687,1688,0.17,0.16,0.24,3.41,38.0,41.0,Acetone 5 ppm
1688,1689,0.16,0.16,0.24,3.39,38.0,41.0,Acetone 5 ppm
1689,1690,0.15,0.16,0.24,3.37,38.0,41.0,Acetone 5 ppm
1690,1691,0.15,0.16,0.24,3.34,38.0,41.0,Acetone 5 ppm
1691,1692,0.15,0.16,0.24,3.32,38.0,41.0,Acetone 5 ppm
1692,1693,0.14,0.16,0.24,3.29,38.0,41.0,Acetone 5 ppm
1693,1694,0.13,0.16,0.24,3.27,38.0,41.0,Acetone 5 ppm
1694,1695,0.12,0.16,0.24,3.25,38.0,41.0,Acetone 5 ppm
1695,1696,0.12,0.16,0.24,3.22,38.0,41.0,Acetone 5 ppm
1696,1697,0.13,0.16,0.24,3.2,38.0,41.0,Acetone 5 ppm
1697,1698,0.13,0.16,0.24,3.18,38.0,41.0,Acetone 5 ppm
1698,1699,0.13,0.16,0.24,3.16,38.0,41.0,Acetone 5 ppm
1699,1700,0.14,0.15,0.24,3.15,38.0,41.0,Acetone 5 ppm
1700,1701,0.14,0.16,0.24,3.14,38.0,41.0,Acetone 5 ppm
1701,1702,0.13,0.15,0.24,3.13,38.0,41.0,Acetone 5 ppm
1702,1703,0.12,0.15,0.24,3.11,38.0,41.0,Acetone 5 ppm
1703,1704,0.12,0.15,0.24,3.08,38.0,41.0,Acetone 5 ppm
1704,1705,0.11,0.15,0.24,3.05,38.0,42.0,Acetone 5 ppm
1705,1706,0.11,0.15,0.24,3.04,38.0,42.0,Acetone 5 ppm
1706,1707,0.11,0.15,0.24,3.02,38.0,42.0,Acetone 5 ppm
1707,1708,0.1,0.15,0.24,3.0,38.0,42.0,Acetone 5 ppm
1708,1709,0.1,0.15,0.24,2.96,38.0,42.0,Acetone 5 ppm
1709,1710,0.1,0.15,0.24,2.93,37.0,41.0,Acetone 5 ppm
1710,1711,0.1,0.15,0.24,2.91,37.0,41.0,Acetone 5 ppm
1711,1712,0.11,0.15,0.24,2.88,37.0,41.0,Acetone 5 ppm
1712,1713,0.11,0.15,0.24,2.85,37.0,41.0,Acetone 5 ppm
1713,1714,0.1,0.15,0.24,2.82,37.0,41.0,Acetone 5 ppm
1714,1715,0.1,0.15,0.24,2.79,37.0,41.0,Acetone 5 ppm
1715,1716,0.1,0.15,0.24,2.77,37.0,41.0,Acetone 5 ppm
1716,1717,0.1,0.15,0.24,2.74,37.0,41.0,Acetone 5 ppm
1717,1718,0.1,0.15,0.24,2.7,37.0,41.0,Acetone 5 ppm
1718,1719,0.1,0.15,0.24,2.67,37.0,41.0,Acetone 5 ppm
1719,1720,0.11,0.15,0.24,2.64,37.0,41.0,Acetone 5 ppm
1720,1721,0.11,0.15,0.24,2.61,37.0,41.0,Acetone 5 ppm
1721,1722,0.1,0.15,0.24,2.59,37.0,41.0,Acetone 5 ppm
1722,1723,0.1,0.15,0.24,2.57,37.0,41.0,Acetone 5 ppm
1723,1724,0.1,0.15,0.24,2.55,37.0,41.0,Acetone 5 ppm
1724,1725,0.1,0.15,0.24,2.53,37.0,41.0,Acetone 5 ppm
1725,1726,0.1,0.15,0.24,2.51,37.0,41.0,Acetone 5 ppm
1726,1727,0.1,0.15,0.24,2.49,37.0,41.0,Acetone 5 ppm
1727,1728,0.1,0.15,0.24,2.47,37.0,41.0,Acetone 5 ppm
1728,1729,0.09,0.15,0.24,2.45,37.0,41.0,Acetone 5 ppm
1729,1730,0.09,0.15,0.24,2.42,37.0,41.0,Acetone 5 ppm
2067,2068,0.04,0.11,0.16,0.18,40.0,41.0,Ethanol 1 ppm
2068,2069,0.04,0.11,0.16,0.18,40.0,41.0,Ethanol 1 ppm
